Level_Code,University,City,Course,Faculty,Local_Fees,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Project Management Practice,Business & Commerce & Finance & Accounting,792,,AUD,Years,1,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/project_management/C4-BC43,English,A,"This program is designed for individuals seeking to work in project administration, assist with projects or those who are required to contribute to the administration or management of projects. This course will provide you with an introduction to project management and will equip you with a basic understanding of the skills required to move into this important and expanding area. Primarily delivered online with the addition of occasional face-to-face workshops, this program is ideal for individuals who require flexible learning options. This qualification is highly valued and in great demand by employers.It enables students to develop a basic theoretical knowledge and develop basic competencies to contribute to the administration of projects and/or the work of a team.CIT is an Australian Institute of Project Management (AIPM) endorsed provider for this course. Students of AIPM endorsed courses are eligible for AIPM student membership (fees apply). Membership benefits include access to a range of Project Management resources and networking opportunities.",-	Project administrator in a cross-section of public and private sectors-	Contract officer-	Quality officer,Australia,,,,,Yes,
ADIP,Canberra Institute of Technology,Canberra,Advanced Diploma of Public Safety Fire Investigation,Engineering,792,,AUD,Years,2,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/science_environment/forensics/AD-FE29,English,A,This program has been developed in conjunction with Fire and Police agencies in Australasia and the Australasian Fire and Emergency Service Authorities Council (AFAC). This program provides accredited training in critical areas of fire investigation.,Specialist fire scene investigators with technical expertise to undertake high complexity investigations.,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Remedial Massage,Mass Communication & Media,5537,,AUD,Years,1,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/massage/DP-HS18,English,A,"On completion of this qualification you will be able to provide remedial massage. You may be self employed as an independent practitioner or may work within a larger health service. In this program you will provide remedial massage treatment to clients with specific needs such as injury management, rehabilitation, palliative care, aged care, women and children and in a variety of settings that include private practice, corporate environments, and sports venues You will supervise other massage therapists in training in the CIT remedial massage clinic reception.","Remedial massage therapist as a sole practitioner or with other health professionals such as an osteopath, chiropractor or physiotherapist.",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Removal of Friable Asbestos [from CPC08],Humanities and Social Science,780,,AUD,Years,2,Days,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/SA-BD45,English,A,"This training will provide you the skills and knowledge required for the safe removal of friable asbestos containing material (ACM). This includes preparing, enclosing and removing ACM as well as the knowledge of the decontamination and disposal requirements.",This unit is required for all ACM removal workers engaged in the removal of friable ACM.,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Removal of Non-Friable Asbestos (Class B),Humanities and Social Science,500,,AUD,Years,2,Days,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/SA-TS16,English,A,"This training will provide you with the skills and knowledge required to remove non-friable asbestos containing material (ACM). This program includes preparing, containing and removing non-friable ACM, and includes knowledge of decontamination and disposal requirements. On successful completion, you can apply to the Office of Regulatory Services in ACT to obtain a 'Class B' Asbestos Removal Licence.",Obtain a 'Class B' Asbestos removal licence to work on a non-friable asbestos (bonded) removal site.,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Responsible Service of Alcohol ,Humanities and Social Science,75,,AUD,Years,4,Hours,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/hospitality/SA-TS34,English,A,"This training will provide you with skills and knowledge required to serve alcohol in a responsible manner (RSA). It includes the current laws surrounding liquor and its service, strengths and effects of alcoholic beverages and responsible service strategies.This training achieves a unit of competency from the Certificate III in Hospitality SIT30616.","Bar attendant, drinks service",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Restricted Electrical Disconnect - Reconnect (Hot Water Appliances),Humanities and Social Science,1750,,AUD,Years,1,Hours,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/electrical_trades/SA-TS26,English,A,This program provides the required knowledge and skills for qualified plumbers and gas fitters to register for a Restricted Electrical License (REL). The license is issued by Access Canberra ACT Government and not CIT.This license will allow you to work on water heaters which are connected to a low voltage wiring installation.Note that Restricted License requirements for this category License do not apply to appliances supplied with electricity through a cord and plug. The requirements of AS/NZS 3760 (current) do not apply to this program.This program achieves units of competency from UEE11 Electrotechnology Training Package.,Gives qualified plumbers and gas fitters additional skills for work.,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Road Ready,Humanities and Social Science,32.25,,AUD,Years,3,Days,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/aboriginal_torres_strait_islander/SA-YC25,English,A,You will complete the basic Road Ready course to prepare you to take the Road Ready Online Knowledge Test. When you successfully complete the test you can apply for your learner licence with Access Canberra.,Successful completion of the Road Ready Online Knowledge Test will allow you to apply for a learner Permit from Access Canberra.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Roof Plumbing,"Architecture, Building & Planning",1097,,AUD,Years,1,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/plumbing/C3-TS03,English,A,"This program provides training for roofing apprentices in Roof Plumbing including: working safely on roofs, selecting / cutting / handling roofing materials, welding, flashings, roof drainage, roof coverings and composite roof systems.",Roof plumber.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Safe Construction Operations,Humanities and Social Science,1097,,AUD,Years,1,Days,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/work_at_safe_heights/SA-TS30,English,A,"This statement of attainment is appropriate for those working in operational roles where they are required to perform work safely at heights, working in confined spaces and operating elevated work platforms (including scissor lifts) up to 11m Licensing, legislative, regulatory and certification requirements that apply to this statement of attainment can vary between states, territories, and Industry sectors.  Relevant information must be sourced prior to application of this program.","You may gain employment in a wide range of construction and civil workplace environments, including general construction, civil construction, engineering projects and the renewables industry.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Safe Construction Operations,Humanities and Social Science,1097,,AUD,Years,1,Days,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/SA-TS30,English,A,"This statement of attainment is appropriate for those working in operational roles where they are required to perform work safely at heights, working in confined spaces and operating elevated work platforms (including scissor lifts) up to 11m Licensing, legislative, regulatory and certification requirements that apply to this statement of attainment can vary between states, territories, and Industry sectors.  Relevant information must be sourced prior to application of this program.","You may gain employment in a wide range of construction and civil workplace environments, including general construction, civil construction, engineering projects and the renewables industry.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate II in Salon Assistant,Education,752,,AUD,Years,1,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/hairdressing/C2-BD24,English,A,"In this qualification you will learn the skills and knowledge required to provide basic assistance in a hairdressing salon. You will work under the direct supervision, and with guidance from hairdressers who manage the client service.The combined skills and knowledge do not provide for a job outcome as a hairdresser and this qualification is intended to prepare individuals for further training.",Salon assistant; at entry level in the Hair and Beauty industries and other retail or service environments.This program also gives you the skills and knowledge to apply for entry into:- Certificate III Hairdressing SHB30416- Certificate III in Barbering SHB30516- Make-Up SHB30215,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Sanitary Pipework (Licensing),Humanities and Social Science,1960,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/plumbing/SA-TS09,English,A,This program is designed to enable registered plumbers and drainers meet the requirements for obtaining a full plumber's license in the ACT which has reciprocity in all states of Australia and New Zealand.,Licensed Sanitary Plumber.,Australia,,,,,Yes,
ADIP,Canberra Institute of Technology,Canberra,Advanced Diploma of Screen and Media,Mass Communication & Media,2407,,AUD,Years,6,Months,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/media/AD-BD21,English,A,"From the Cinema to your smart phone, from your laptop to the TV screen.   Learn the keys to success in an industry leading course that is hands on, practical, fun and engaging, Study with a leading team of industry experts.   Extend your skills by specialising in one of four fields: producing, directing, screen writing or cinematography. In your chosen role you will lead a small production team to create a short drama and a Reality TV show.   These skills will prepare you for work in media roles, such as film and TV production, sound, research, editing and freelance screen content.","Producer, researcher, presenter, studio manager, technical assistant, Director, Director's assistant, digital editor, project manager, camera operator, lighting technician, audio technician, production co-ordinator, audio/video streamer, independent film maker, Media officer, Data manager, Script editor, sound designer.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Screen and Media,Mass Communication & Media,1947,,AUD,Years,6,Months,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/media/C4-BD21,English,A,"From the Cinema to your smart phone, from your laptop to the TV screen. Learn the keys to success in an industry leading course that is hands on, practical, fun and engaging, Study with a leading team of industry experts. Working in a small production team you will crew on a variety of short films and produce segments for one our own reality TV shows. This qualification reflects the role of individuals who use well-developed skills and a broad knowledge base in a wide variety of contexts in the film, television, radio and digital media industries. They apply solutions to a defined range of unpredictable problems, and analyse and evaluate information from a variety of sources. They may provide leadership and guidance to others with some limited responsibility for the output of others.","Animation/visual effects designer,Archival media specialist,Camera/lighting operator, Digital artist,Production coordinator,Radio producer/presenter,Television producer.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Screen and Media,Mass Communication & Media,1245,,AUD,Years,6,Months,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/media/C3-BD21,English,A,"From the Cinema to your smart phone, from your laptop to the TV screen. Learn the keys to success in an industry leading course that is hands on, practical, fun and engaging, Study with a leading team of industry experts. Develop your skills in a team environment and work on classic film scenes, multi-camera shoots and a short drama. This program will introduce you to media production processes, equipment and technology. You will participate in practical activities that provide insight into all key roles and stages in media production including: camera operation, editing, audio, lighting, script writing and working in production teams. After completion you will understand the stages and roles of media production and be employable at entry level in the industry.","Archival media technician, Camera/lighting assistant, Community radio program maker/presenter, Editing assistant, Interactive media author assistant, Production assistant.Skilled operator in digital video, Radio and online content creation, Skilled assistant in the film and television production services.",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Screen and Media,Mass Communication & Media,2049,,AUD,Years,6,Months,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/media/DP-BD21,English,A,"From the Cinema to your smart phone, from your laptop to the TV screen. Learn the keys to success in an industry leading course that is hands on, practical, fun and engaging, Study with a leading team of industry experts. Develop your skills in producing, directing and cinematography while learning how to manage production teams and performers. This program will provide you with comprehensive knowledge of broadcast and electronic media production processes, equipment and technology. You will understand all stages of production from scripting through to post production. You will learn the legal, WH&S and financial parameters that operate in the Australian media industry. After completion you will be able to work effectively in studio or location settings","Producer's assistant, researcher, presenter, studio personnel, technical assistant, director's assistant, digital editor, project officer, camera operator, assistant lighting technician, audio technician, audio/video streamer, independent film maker, media officer.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate I in Skills for Vocational Pathways,Foundation,516,,AUD,Years,1,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/foundation_skills/C1-CM07,English,A,"You will improve or develop your basic skills in literacy, numeracy, speaking, listening, computing, job seeking and learning for work or training purposes. The course is flexible so it gives students the skills they need to go on to further study or work. With help from a teacher, students enrol in subjects to meet their individual goals. The qualification gives you: - a prevocational pathway to employment and vocational training - reading, writing, numeracy, oral communication and learning skills at Australian Core Skills Framework (ACSF) Level 2 - entry level digital technology and employability skills - education, training and employment goals.","Graduates from this qualification may continue with the FSK20113 Certificate II in Skills for Work and Vocational Pathways or enrol into other vocational qualifications at Certificate II level. Graduates from this qualification would be holistically prepared for employment at a basic level and if already employed will be supported in their application of their literacy, numeracy and computing skills.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate II in Skills for Work and Vocational Pathways,Foundation,678,,AUD,Years,6,Months,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/foundation_skills/C2-CM09,English,A,"Get Ready for Work and Learning FSK20119 - Certificate II in Skills for Work and Vocational Pathways This course is for students who want to return to the workforce or study, increase their skill in workplace communication or are looking to change careers and would like to develop a career plan. Students will learn about how to learn, workplace communication skills and how to plan for a career. The students in this program can negotiate the electives from CIT statement of attainments or Skill Sets as part of their career plan.The program can be tailored and delivered for special interest groups. The qualification is suitable for individuals who require:  ·  a pathway to employment or further vocational training  ·  reading, writing, oral communication, learning and numeracy skills primarily aligned to the Australian Core Skills Framework (ACSF) Level 3  ·  entry level digital literacy and employability skills  ·  a vocational training and employment plan. If you are looking for a course to develop your language, literacy, and numeracy, skills please refer to one of the qualification in General Education for Adults  https://cit.edu.au/courses/education_community/foundation_skills",Graduates from this qualification will be holistically prepared for employment or further study at a level where they can work independently in a range of context both familiar and unfamiliar.  Graduates from this qualification may also choose to continue with further Vocational studies,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Small Business Financial Management Skill Set,Humanities and Social Science,678,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/accounting_finance/SA-BT10,English,A,This skill set is for small business practitioners who are managing finances for a small business. It may relate to people who are establishing or operating a micro business providing for self-employment.,Gives you the skills and knowledge to manage small business finances.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Smoking Cessation Skill Set,Humanities and Social Science,591,,AUD,Years,8, Weeks,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/population_health/SA-HS10,English,A,"This skill set will provide you with the skills and knowledge to support people to quit smoking. You will learn support strategies suitable for the general public and special populations including; Aboriginal and Torres Strait Islander people, pregnant and lactating women, adolescents; people with a mental illness, and people with a smoking-related disease.It is suitable for anyone to study, however, a background in healthcare, public health, work health and safety, or community work is preferred. The program is delivered flexibly to accommodate your full time work commitments and you will complete a combination of online independent study and attend two full-day practical workshops. When you complete this skill set you may use it to gain credit towards a Certificate IV in Population Health HLT46015.",Quit smoking coachSkills and knowledge to gain entry into HLT46015 - Certificate IV in Population Health at CIT.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Social Media Marketing Essentials,Humanities and Social Science,430,,AUD,Years,11,Hours,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/social_media_and_communication/SA-BT06,English,A,Social media marketing essentials will provide you with the skills and knowledge to identify blog and content marketing opportunities as well as analyse global trends in content marketing and blog strategies. You will develop a social media content marketing and implementation plan.,- Social Media Marketing- Small and large business- Working professionals in the public and private sector- Marketing Managers- Social Media Marketing Roles- Sales and Customer Service,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Software Development,Humanities and Social Science,1938,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/information_technology/DP-BD37,English,A,"This qualification provides you with the knowledge and skills to further develop your programming skills, working in a team to design and develop an application tool for a client in our virtual consultancy.",Possible job titles relevant to this qualification include: -	Analyst programmer support -	Assistant programming developer-	Assistant software applications programmer-	Assistant software developer-	Database support programmer-	Web support programmer,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Solid Plastering,"Architecture, Building & Planning",1698,,AUD,Years,3,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/plastering/C3-BE39,English,A,"This qualification provides a trade outcome in solid plastering in the residential and commercial construction industry. It includes applying paint and wallpaper, speciality finishes and basic skills and techniques.",Qualified Solid Plasterer.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate I in Spoken and Written English,English,1698,,AUD,Years,12,Days,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/english_language/C1-CM08,English,A,This program is for you if you need to develop English language skills to participate in Australian society.,You will develop English language skills to better participate in Australian society.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate II in Spoken and Written English,English,1698,,AUD,Years,5,Days,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/english_language/C2-CM08,English,A,This program is for you if you need to develop English language skills to participate in Australian society.,You will develop English language skills to better participate in Australian society.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Spoken and Written English,English,1698,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/english_language/C3-CM08,English,A,This program is for you if you need to develop English language skills to participate in Australian society.,You will develop English language skills to better participate in Australian society and/or undertake some further vocational training.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Spoken and Written English for Further Study,English,1698,,AUD,Years,5,Days,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/english_language/C4-CM08,English,A,This program focuses specifically on the development of spoken and written language skills required to continue with higher education studies.  It provides a general education curriculum for English as an additional language (EAL) primarily targetted to students who need to develop higher-level language skills to enter higher education or higher-level training.,This program prepares you for further tertiary level study.,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Sport Development,Humanities and Social Science,2054,,AUD,Years,1, Weeks,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/sport/DP-HS04,English,A,"The Diploma of Sport Development gives you the skills, knowledge and practical experience to move into a Sport Development career. Career opportunities can vary from coaching at all levels of the community, to sport development: officer, coordinator, manager and various administration roles. Work at this level would be undertaken with a high degree of autonomy.","- Coach at all levels - Sports administrator at all levels - Sport Development: officer, coordinator, manager - Event Management and coordination.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Sport Development,Humanities and Social Science,1565,,AUD,Years,6,Months,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/sport/C4-HS04,English,A,"You will gain the skills and knowledge to pursue a career in sport development. Job outcomes for this qualification are varied with roles ranging from positions with specific expectations to those where a range of tasks are required. These may include liaising with a number of stakeholder groups to increase the profile of sport, implementing and administering junior sports programs or clinics within clubs and schools in specific sports, training coaches and teachers, recruiting young people, parents and volunteers to sport, and fixturing and scheduling competitions.","Competition coordinator, program coordinator, sports development officer, talent development coordinator, coaches coordinator, officials coordinator, volunteer coordinator, club coordinator.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Sports Turf Management,Business & Commerce & Finance & Accounting,2129,,AUD,Years,3,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/science_environment/horticulture/C3-BE31,English,A,This qualification provides a general vocational outcome in greenkeeping. The sports turf industry expects this qualification to be achieved to meet job outcomes at this level.,"Greenkeeper, groundsman",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Supervising Asbestos Removal,Humanities and Social Science,400,,AUD,Years,N/A,N/A,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/SA-BD11,English,A,"This training will give you the skills and knowledge required to supervise the removal process for friable and non-friable asbestos containing material (ACM). It includes planning for and supervising the removal process, including preparing the work area and the work site, using safe and compliant removal practices, maintaining safety procedures, and supervising the decontamination and removal processes.Ensuring compliance with the asbestos removal control plan (ARCP) is central to the effective performance of the role. This includes ensuring and documenting required air monitoring and other testing. Certification processes are conducted by licensed asbestos assessors according to legislation.This unit is required for all supervisors of the ACM removal process. Candidates are advised to check for regulatory requirements in the ACT.This training achieves a unit from the Certificate IV in Building and Construction (CPC40110).","On successful completion of this program you will be able to apply for an asbestos awareness card from WorkSafe to work in the asbestos removal industry. Asbestos removal supervision from domestic or commercial construction work sites, covering demolition or new work sites, renovation, extensions or restorations.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Supervising Food Safety,Humanities and Social Science,118,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/commercial_cookery/SA-TH16,English,A,"This program will provide you with supervisory skills and knowledge  required to handle food safely during the storage, preparation, display,  service and disposal of food.This program meets the Territories requirements for each establishment to  have a designated food safety supervisor who is required to be certified as  competent in this unit through a registered training organisation.You will  achieve two  units of competency from the Certificate IV in  Commercial Cookery (SIT40516).",Food safety supervisory roles.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Tax Law for Tax Agents Skill Set (Tax documentation),Humanities and Social Science,600,,AUD,Years,2, Weeks,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/accounting_finance/SA-BT05,English,A,"This skill set describes the skills and knowledge required to meet the Tax Practitioners Board (TPB) educational eligibility requirements for a course in Australian taxation law. The units of competency cover preparing tax documentation for individuals and preparing and administering tax documentation for legal entities.This skill set is designed to assist in meeting the education eligibility requirements for registration as a tax agent with the TPB. Persons seeking tax agent registration should check with the TPB for details of other current registration requirements, including those relating to experience and fitness and propriety. Refer to the TPB website for details http://www.tpb.gov.au",,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Team Leader,Humanities and Social Science,600,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/community_services_and_development/SA-HS14,English,A,This skill set reflects the skill requirements for leading and coordinating teams in health or community sector.,Provides further skills and knowledge in industry specific skill development.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Team Leader Skill Set,Humanities and Social Science,412,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/management/SA-BT20,English,A,"This Skill Set reflects the role of individuals working as developing and emerging leaders in a range of contexts.Leadership often begins at the team leader level across a wide range of enterprise and industry contexts. Team leaders communicate effectively, ensure team performance and develop effective relationships in the workplace. Across the breadth of industry, team leaders are responsible for implementing operational plans.",Developing team leaders and managers within a broad range of enterprise and industry contexts.These units from the BSB Business Services Training Package when used with relevant vocational competencies meet industry requirements for team leaders.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Training and Assessment,Humanities and Social Science,412,,AUD,Years,13,Days,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/teacher_education/C4-OG01,English,A,This practical program is designed for individuals who deliver training and conduct assessments either in a Registered Training Organisation or in their current workplace. This is a cross industry qualification and a requirement for those who deliver and/or assess against national VET qualifications.,Trainer and/or assessor in a Vocational Education and Training (VET) environment.,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Training Design and Development,Humanities and Social Science,412,,AUD,Years,1,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/teacher_education/DP-OG02,English,A,"The qualification reflects the roles of training developers and instructional designers who are responsible for analysing training needs and designing training solutions and products to meet workplace capability requirements, and evaluating the effectiveness of training programs. They may have a role in providing guidance and advice to trainers and assessors, promoting innovative practices, e.g. e-learning, and in researching and incorporating best practice in training and assessment into training programs and products.",Training developers and instructional designers in public and private organisations across all industry sectors.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Travel,Tourism and Hotel Management,1641,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/tourism/C3-TS19,English,A,"This program provides you with the skills to work in the front line of travel agencies, airlines and travel wholesalers. It gives you an opportunity to gain practical skills on an industry computerised reservation system giving you skills and knowledge that is transferable, enabling you to cross over and use other booking systems.",- Domestic travel consultant - Tour desk consultant - International travel consultant - Leisure consultant - Corporate leisure consultant - Corporate consultant - International corporate consultant - Online consultant - Mobile travel consultant - Cruise consultant.,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Travel and Tourism Management,Tourism and Hotel Management,2673,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/tourism/DP-TS19,English,A,"If you would like to manage your own tourism business or manage a team in the tourism industry, this course will give you a sound knowledge of industry operations and a broad range of managerial skills. You will learn the skills and knowledge to coordinate tourism and travel operations, marketing including social media applications and product development activities. You will be able to judge global tourism trends and manage a travel agency accordingly.","This qualification provides a pathway to work in any sector of the travel and tourism industry as a departmental or small business manager. The diversity of employers includes travel agencies, tour wholesalers, tour operators, inbound tour operators, tourist attractions, visitor information centres, and other tourism businesses. Possible job titles include:- Manager- Inbound groups- Inbound sales- Tour operations- Travel operations- Tourism product development- Reservations- Retail travel agency- Sales manager- Corporate travel agency- Sales",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Non-Accredited Training - Understanding Building Plans,Humanities and Social Science,2673,,AUD,Years,N/A,N/A,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/XA-BE05,English,A,Gain an idea of how to assess building plans and how this affects project requirements. Learn the basics on translating plans to help gain an understanding of resources required and steps involved in undertaking a building project.,"Contact Administrator, Estimating assistant",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Non-Accredited Training - Understanding the Building Code of Australia (BCA),Humanities and Social Science,275,,AUD,Years,N/A,N/A,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/XA-BD02,English,A,This program will introduce you to the Building Code of Australia.It will take you through the elements and structure of the code and introduce you to Performance Requirements.,"Builder upgrading knowledge, building support, office support.",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Non-Accredited Training - Verification of Currency (VOC) in Elevated Work Platforms under 11 metres,Humanities and Social Science,275,,AUD,Years,1,Days,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/elevated_work_platform_ewp_licence/OCA-TS15,English,A,"This verification program is for workers or sub-contractors who already hold the competency CPCCCM3001 Operate elevated work platforms up to 11 metres, and are seeking confirmation of currency in industry, working on elevated work platforms and scissor lifts under 11 metres in height. This program will suit those requiring confirmation of currency by third parties for verification of currency in the operation of elevated work platforms and scissor lifts up to 11 metres in height.",The Verification of Competency (VOC) card is issued by CIT to verify skills currency of workers who have achieved  CPCCCM3001 - Operate elevated work platforms up to 11 metres,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Non-Accredited Training - Verification of Currency (VOC) in High Risk Work - Cranes ,Humanities and Social Science,275,,AUD,Years,1,Days,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/crane_licences/OCA-TS10,English,A,"This verification program is appropriate for workers or sub-contractors who already hold a High Risk Licence, and are seeking to confirm their current knowledge and skills. This verification program is also suitable for workers or sub-contractors who already hold a High Risk Licence but who have been requested by a third party for verification of High Risk Licence currency.",Continue to work safely in the construction industry to ensure skills and knowledge are current.,Australia,,,,,Yes,
